artist,title,date,classification,nationality,yearacquired,dimensions,blackartist,institution
Thomas Hearne,Wooded Landscape,late 18th century,Drawing,,2022.0,overall: 23.7 × 34.2 cm (9 5/16 × 13 7/16 in.),False,National Gallery of Art
Jean-Baptiste Pillement,Two Chinoiseries,mid-/late 18th century,Drawing,,2022.0,"sheet: 8.2 × 11.4 cm (3 1/4 × 4 1/2 in.)
sheet: 7.8 × 11.4 cm (3 1/16 × 4 1/2 in.)",False,National Gallery of Art
François-Auguste Ravier,Marsh Landscape at Twilight,c. 1880,Drawing,,2022.0,overall: 30.7 × 21.2 cm (12 1/16 × 8 3/8 in.),False,National Gallery of Art
Pier Francesco Mola,The Return of the Spies from the Promised Land,c. 1666,Drawing,,2022.0,sheet: 15.2 × 26 cm (6 × 10 1/4 in.),False,National Gallery of Art
Esaias van de Velde,"A Windmill and Cottages on a River Bank, Men in Rowing Boats",early 17th century,Drawing,,2022.0,overall: 12.3 × 16.4 cm (4 13/16 × 6 7/16 in.),False,National Gallery of Art
Guercino,Personification of Justice,c. 1640,Drawing,,2022.0,sheet: 17.6 × 16.4 cm (6 15/16 × 6 7/16 in.),False,National Gallery of Art
Paul Sandby,A Castle on the Dart,late 18th century,Drawing,,2022.0,"sheet: 29 × 41.1 cm (11 7/16 × 16 3/16 in.)
mount: 37.8 × 50 cm (14 7/8 × 19 11/16 in.)",False,National Gallery of Art
Edvard Munch,Madonna,1895/1902,Print,,2021.0,"image: 60 × 44.2 cm (23 5/8 × 17 3/8 in.)
sheet: 65.8 × 48.8 cm (25 7/8 × 19 3/16 in.)",False,National Gallery of Art
Edvard Munch,Vampire II (Vampyr II),1895/1902,Print,,2021.0,"image: 38.5 × 55.4 cm (15 3/16 × 21 13/16 in.)
sheet: 38.7 × 55.4 cm (15 1/4 × 21 13/16 in.)",False,National Gallery of Art
Edvard Munch,Moonlight I-II (Måneskinn I-II),"1896-1902, printed c. 1913",Print,,2021.0,"overall: 40.01 x 47.47 cm (15 3/4 x 18 11/16 in.)
framed: 67.79 × 76.52 × 2.86 cm (26 11/16 × 30 1/8 × 1 1/8 in.)",False,National Gallery of Art
Edvard Munch,Angst,1896,Print,,2021.0,"image: 45.3 × 37.4 cm (17 13/16 × 14 3/4 in.)
sheet: 58.3 × 46.3 cm (22 15/16 × 18 1/4 in.)",False,National Gallery of Art
Edvard Munch,Encounter in Space (Møte i verdensrommet),1898-1899,Print,,2021.0,framed: 64.61 × 55.56 × 2.7 cm (25 7/16 × 21 7/8 × 1 1/16 in.),False,National Gallery of Art
Edvard Munch,In the Male Brain (Imannens hjerne),1897,Print,,2021.0,"image: 37.2 × 56.9 cm (14 5/8 × 22 3/8 in.)
sheet: 48.3 × 63.8 cm (19 × 25 1/8 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Charles Marville,"Cloud Study, Paris",1856–1857,Photograph,,2022.0,"image: 15.24 × 21.8 cm (6 × 8 9/16 in.)
sheet: 19.05 × 21.59 cm (7 1/2 × 8 1/2 in.)",False,National Gallery of Art
Mel Bochner,Criticize from Schematics,2010,Print,,2022.0,,False,National Gallery of Art
Mel Bochner,Power from Schematics,2010,Print,,2022.0,,False,National Gallery of Art
Mel Bochner,Aggravate from Schematics,2010,Print,,2022.0,,False,National Gallery of Art
Mel Bochner,Liar from Schematics,2010,Print,,2022.0,,False,National Gallery of Art
Peter De Wint,"Seaweed Gatherers on the Shore at Redcar, Yorkshire",c. 1838,Drawing,,2022.0,"sheet: 14.8 × 32 cm (5 13/16 × 12 5/8 in.)
mount: 21.8 × 38.7 cm (8 9/16 × 15 1/4 in.)",False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Ad Reinhardt,Ultimate Painting,1963,Painting,,2021.0,overall: 152.4 × 152.4 cm (60 × 60 in.),False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Edward Weston,Nautilus,"1927, printed 1940s",Photograph,,2021.0,"image/sheet: 23.9 × 19 cm (9 7/16 × 7 1/2 in.)
mount: 40.5 × 34.5 cm (15 15/16 × 13 9/16 in.)",False,National Gallery of Art
Julie Mehretu,Kindle (for Parkett no. 76),2006,Print,,2022.0,"image: 40.64 × 50.8 cm (16 × 20 in.)
sheet: 59.06 × 71.76 cm (23 1/4 × 28 1/4 in.)",False,National Gallery of Art
Robert Rauschenberg,Maquette for Robert Rauschenberg Exhibition at Dwan Gallery,1962,Drawing,,2021.0,sheet: 50.8 × 43 cm (20 × 16 15/16 in.),False,National Gallery of Art
Robert Rauschenberg,Untitled (For Virginia with Hook),1965,Drawing,,2021.0,overall: 23.5 × 25.4 × 2.4 cm (9 1/4 × 10 × 15/16 in.),False,National Gallery of Art
Edward Kienholz,Portrait of Virginia,1963,Sculpture,,2021.0,overall: 110.49 × 49.53 × 29.21 cm (43 1/2 × 19 1/2 × 11 1/2 in.),False,National Gallery of Art
Edward Kienholz,Portrait of Virginia,1963,Sculpture,,2021.0,overall: 110.49 × 49.53 × 29.21 cm (43 1/2 × 19 1/2 × 11 1/2 in.),False,National Gallery of Art
Edward Kienholz,Portrait of Virginia,1963,Sculpture,,2021.0,overall: 110.49 × 49.53 × 29.21 cm (43 1/2 × 19 1/2 × 11 1/2 in.),False,National Gallery of Art
Edward Kienholz,Portrait of Virginia,1963,Sculpture,,2021.0,overall: 110.49 × 49.53 × 29.21 cm (43 1/2 × 19 1/2 × 11 1/2 in.),False,National Gallery of Art
Edward Kienholz,Portrait of Virginia,1963,Sculpture,,2021.0,overall: 110.49 × 49.53 × 29.21 cm (43 1/2 × 19 1/2 × 11 1/2 in.),False,National Gallery of Art
Jean Tinguely,Odessa,1963,Sculpture,,2021.0,overall: 129.54 × 78.74 × 66.04 cm (51 × 31 × 26 in.),False,National Gallery of Art
Jean Tinguely,Odessa,1963,Sculpture,,2021.0,overall: 129.54 × 78.74 × 66.04 cm (51 × 31 × 26 in.),False,National Gallery of Art
Jean Tinguely,Odessa,1963,Sculpture,,2021.0,overall: 129.54 × 78.74 × 66.04 cm (51 × 31 × 26 in.),False,National Gallery of Art
Larry Stark,California Highway,1969,Print,,2022.0,overall: 50.8 × 60.96 cm (20 × 24 in.),False,National Gallery of Art
Perle Fine,Untitled,1959,Drawing,,2022.0,sheet: 17.7 × 27.7 cm (6 15/16 × 10 7/8 in.),False,National Gallery of Art
Lilli Carré,Bad Liar,2014,Drawing,,2022.0,sheet (each): 23 × 23 cm (9 1/16 × 9 1/16 in.),False,National Gallery of Art
George Biddle,[Net Fishermen with Mermaids],1921,Print,,2022.0,"image: 11.4 × 19.1 cm (4 1/2 × 7 1/2 in.)
sheet: 17.8 × 25.3 cm (7 × 9 15/16 in.)",False,National Gallery of Art
Lila Oliver Asher,Gulliver,1958,Print,,2022.0,"image: 42.4 × 31 cm (16 11/16 × 12 3/16 in.)
sheet: 46.8 × 35.5 cm (18 7/16 × 14 in.)",False,National Gallery of Art
Lila Oliver Asher,Boys on a Fence,1951,Print,,2022.0,overall: 33.02 × 62.55 cm (13 × 24 5/8 in.),False,National Gallery of Art
David Adamson,Double Image,1978,Print,,2022.0,"image: 33.9 × 28 cm (13 3/8 × 11 in.)
sheet: 57 × 38.5 cm (22 7/16 × 15 3/16 in.)",False,National Gallery of Art
Terry Allen,Angel Whispers,1982,Print,,2022.0,overall: 55.88 × 78.74 cm (22 × 31 in.),False,National Gallery of Art
Terry Allen,All Artists Try To Be God and Will Burn in Hell,1998,Print,,2022.0,overall: 66.04 × 49.85 cm (26 × 19 5/8 in.),False,National Gallery of Art
Thomas Balbo,Tatoo,c. 2001,Print,,2022.0,overall: 63.5 × 49.53 cm (25 × 19 1/2 in.),False,National Gallery of Art
Walter Darby Bannard,Black Hound Night,1980,Print,,2022.0,"image: 51.5 × 76.3 cm (20 1/4 × 30 1/16 in.)
sheet: 63.5 × 96.6 cm (25 × 38 1/16 in.)",False,National Gallery of Art
Walter Darby Bannard,Sicilian Magician,1980,Print,,2022.0,"image: 51.2 × 76.8 cm (20 3/16 × 30 1/4 in.)
sheet: 63.5 × 96.7 cm (25 × 38 1/16 in.)",False,National Gallery of Art
Alexander Brook,The Printmaker—Peggy Bacon,1931,Print,,2022.0,"image: 22 × 27 cm (8 11/16 × 10 5/8 in.)
sheet: 28.9 × 40 cm (11 3/8 × 15 3/4 in.)",False,National Gallery of Art
Timothy Callaghan,Right on Time,2008,Drawing,,2022.0,sheet: 25.3 × 25.5 cm (9 15/16 × 10 1/16 in.),False,National Gallery of Art
Albert Christ-Janer,Skyforms,1972,Print,,2022.0,overall: 55.88 × 76.2 cm (22 × 30 in.),False,National Gallery of Art
Mike Henderson,"Slide Blues in C (copyright), Blues Powers",1983,Print,,2022.0,overall: 85.09 × 57.15 cm (33 1/2 × 22 1/2 in.),False,National Gallery of Art
Lenny Dowhie,A Selective View of History,1987,Print,,2022.0,overall: 55.88 × 76.2 cm (22 × 30 in.),False,National Gallery of Art
John L. Doyle,Sharpshooters 76/Korea,1975,Print,,2022.0,"image: 98.9 × 68.5 cm (38 15/16 × 26 15/16 in.)
sheet: 106 × 74.9 cm (41 3/4 × 29 1/2 in.)",False,National Gallery of Art
Philip Evergood,Everybody's Christmas,1964,Print,,2022.0,overall: 68.58 × 57.79 cm (27 × 22 3/4 in.),False,National Gallery of Art
Aline Fruhauf,Georgetown House,1959,Print,,2022.0,"image: 33.3 × 23 cm (13 1/8 × 9 1/16 in.)
sheet: 45.5 × 33.2 cm (17 15/16 × 13 1/16 in.)",False,National Gallery of Art
Jan Gelb,Implosion No. 2,1958,Print,,2022.0,overall: 40.01 × 50.17 cm (15 3/4 × 19 3/4 in.),False,National Gallery of Art
Lorita Giles,G. I. Education,1949,Print,,2022.0,"image: 22.2 × 30.3 cm (8 3/4 × 11 15/16 in.)
sheet: 29.1 × 36.9 cm (11 7/16 × 14 1/2 in.)",False,National Gallery of Art
Ralph Goings,Bulldozing International,1981,Print,,2022.0,overall: 43.18 × 60.96 cm (17 × 24 in.),False,National Gallery of Art
Xavier Gonzalez Iniguez,Vietnam,c. 1964,Print,,2022.0,"image: 33.5 × 44.7 cm (13 3/16 × 17 5/8 in.)
sheet: 34.8 × 46.8 cm (13 11/16 × 18 7/16 in.)",False,National Gallery of Art
Jacob Kainen,Flagman,1974,Print,,2022.0,overall: 64.14 × 49.53 cm (25 1/4 × 19 1/2 in.),False,National Gallery of Art
Michael Knigin,Boldest Native,1980,Print,,2022.0,overall: 48.26 × 46.99 cm (19 × 18 1/2 in.),False,National Gallery of Art
Nicholas Krushenick,Untitled,1982,Print,,2022.0,overall: 63.5 × 93.98 cm (25 × 37 in.),False,National Gallery of Art
June Leaf,"White Folk (Asheville, NC)",1963,Print,,2022.0,"image: 30.5 × 42 cm (12 × 16 9/16 in.)
sheet: 39.8 × 50.5 cm (15 11/16 × 19 7/8 in.)",False,National Gallery of Art
Howard Mehring,Untitled,1969,Print,,2022.0,"image: 56.9 × 49.9 cm (22 3/8 × 19 5/8 in.)
sheet: 59.8 × 51.8 cm (23 9/16 × 20 3/8 in.)",False,National Gallery of Art
Jason K. Milburn,He Tried Telling Us This Wasn't the Half Of It,2013,Drawing,,2022.0,overall: 60.96 × 45.72 cm (24 × 18 in.),False,National Gallery of Art
Lienhard V. Monkiewitsch,Untitled [Abstract],1970,Print,,2022.0,overall: 50.8 × 66.04 cm (20 × 26 in.),False,National Gallery of Art
Victor Moscoso,Poster for Rites of Spring / The Cloud / The Plastic Explosion,1967,Print,,2022.0,"image: 50.5 × 35.2 cm (19 7/8 × 13 7/8 in.)
sheet: 50.5 × 35.2 cm (19 7/8 × 13 7/8 in.)",False,National Gallery of Art
Bruce McCombs,Hobby Horses,1967,Print,,2022.0,overall: 55.25 × 70.49 cm (21 3/4 × 27 3/4 in.),False,National Gallery of Art
Reginald H. Neal,Square of Two,c. 1965,Print,,2022.0,overall: 54.29 × 54.29 cm (21 3/8 × 21 3/8 in.),False,National Gallery of Art
"Paul Nudd, Jeremy Onsmith",Frothy Droppings,2009,Print,,2022.0,"image: 34.5 × 24.5 cm (13 9/16 × 9 5/8 in.)
sheet: 37.9 × 27.5 cm (14 15/16 × 10 13/16 in.)",False,National Gallery of Art
George O'Connell,The Great American Halftime Show,1972-1974,Print,,2022.0,overall: 44.77 × 60.33 cm (17 5/8 × 23 3/4 in.),False,National Gallery of Art
Elizabeth Olds,Bike Race,1941,Print,,2022.0,"image: 26.4 × 40.8 cm (10 3/8 × 16 1/16 in.)
sheet: 30.5 × 43.3 cm (12 × 17 1/16 in.)",False,National Gallery of Art
Dennis Oppenheim,Cobalt Vectors,1979,Print,,2022.0,overall: 99.06 × 74.93 cm (39 × 29 1/2 in.),False,National Gallery of Art
Dennis Oppenheim,Mud Flat,1977,Print,,2022.0,overall: 104.14 × 73.66 cm (41 × 29 in.),False,National Gallery of Art
John Pearson,Circle Section Series/ Invert PC,1984,Print,,2022.0,overall: 48.26 × 63.5 cm (19 × 25 in.),False,National Gallery of Art
James Torlakson,Asleep at the Wheel,1975,Print,,2022.0,overall: 30.48 × 29.85 cm (12 × 11 3/4 in.),False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Diane Arbus,"Patriotic Young Man with a Flag, N.Y.C.",1967,Photograph,,2022.0,"image: 39 × 38.1 cm (15 3/8 × 15 in.)
sheet: 51.1 × 40.9 cm (20 1/8 × 16 1/8 in.)",False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Brassaï,"Une “fille” dans le quartier d’Italie (Streetwalker near the Place d’Italie, Paris)",c. 1932,Photograph,,2021.0,image/sheet: 29.21 × 22.86 cm (11 1/2 × 9 in.),False,National Gallery of Art
Sidney Goodman,Young Tree,1985,Print,,2022.0,overall: 43.18 × 53.34 cm (17 × 21 in.),False,National Gallery of Art
Dorothy Porter Rutka,Strike Talk,c. 1936-1937,Print,,2022.0,overall: 16.19 × 20 cm (6 3/8 × 7 7/8 in.),False,National Gallery of Art
Saul Rabino,Spectators,1937,Print,,2022.0,"image: 16.8 × 21 cm (6 5/8 × 8 1/4 in.)
sheet: 26.2 × 40.3 cm (10 5/16 × 15 7/8 in.)",False,National Gallery of Art
Clare Romano,Red Canyon,1983,Print,,2022.0,overall: 57.15 × 76.2 cm (22 1/2 × 30 in.),False,National Gallery of Art
Charles Christopher Hill,Cosmos Study #2,1987,Drawing,,2022.0,sheet: 29.85 × 24.13 cm (11 3/4 × 9 1/2 in.),False,National Gallery of Art
Kenneth Tyler,Head III,1963,Print,,2022.0,overall: 57.15 × 38.1 cm (22 1/2 × 15 in.),False,National Gallery of Art
Nathan Oliveira,Battle of Little Big Horn,1964,Print,,2022.0,"image: 48.8 × 37 cm (19 3/16 × 14 9/16 in.)
sheet: 50.7 × 38.3 cm (19 15/16 × 15 1/16 in.)",False,National Gallery of Art
Bernard P. Schardt,Slaughter House,1938,Print,,2022.0,"image: 19.6 × 25 cm (7 11/16 × 9 13/16 in.)
sheet: 28.5 × 38.2 cm (11 1/4 × 15 1/16 in.)",False,National Gallery of Art
Gary Shaffer,Red Field,1962,Print,,2022.0,overall: 60.96 × 48.26 cm (24 × 19 in.),False,National Gallery of Art
Gary Shaffer,Near the Lake,1984,Print,,2022.0,overall: 42.55 × 62.87 cm (16 3/4 × 24 3/4 in.),False,National Gallery of Art
Gary Shaffer,Green Landscape [Abstract],1964,Print,,2022.0,overall: 73.66 × 55.88 cm (29 × 22 in.),False,National Gallery of Art
David Sharpe,The Spider's House,2001,Print,,2022.0,overall: 50.8 × 40.64 cm (20 × 16 in.),False,National Gallery of Art
Ken Showell,Aldan,1970,Print,,2022.0,overall: 50.8 × 76.2 cm (20 × 30 in.),False,National Gallery of Art
Jeannette Pasin Sloan,"Sergeant First Class, from portfolio Jeanette ""Pasin Sloan,"" 1986",1986,Print,,2022.0,overall: 60.96 × 55.88 cm (24 × 22 in.),False,National Gallery of Art
Fred Stonehouse,C. T. P.,1991,Print,,2022.0,"image: 15 × 9.8 cm (5 7/8 × 3 7/8 in.)
sheet: 39.2 × 29.9 cm (15 7/16 × 11 3/4 in.)",False,National Gallery of Art
Bruce Thayer,Face-Off,1999,Print,,2022.0,sheet: 66.9 × 76 cm (26 5/16 × 29 15/16 in.),False,National Gallery of Art
Caroline Thorington,Untitled [Monkeys],1980,Print,,2022.0,overall: 76.52 × 56.52 cm (30 1/8 × 22 1/4 in.),False,National Gallery of Art
Francis Xavier Tolbert,Rio Grande,1998,Drawing,,2022.0,sheet: 42.9 × 35.5 cm (16 7/8 × 14 in.),False,National Gallery of Art
Morris Topchevsky,Gas and Steel,c. 1930-1940,Print,,2022.0,overall: 25.72 × 20.32 cm (10 1/8 × 8 in.),False,National Gallery of Art
Janet Elizabeth Turner,The Sea Eagle,,Print,,2022.0,"image: 26.6 × 42.4 cm (10 1/2 × 16 11/16 in.)
sheet: 39.5 × 53.5 cm (15 9/16 × 21 1/16 in.)",False,National Gallery of Art
William Weege,All American,1976,Print,,2022.0,overall: 76.2 × 55.88 cm (30 × 22 in.),False,National Gallery of Art
William Weege,"Yes Virginia, There Really Was a Turkey",1976,Print,,2022.0,overall: 76.2 × 55.88 cm (30 × 22 in.),False,National Gallery of Art
Frances Whitehead,Brugmansia Versicolor,1995,Print,,2022.0,sheet: 64.5 × 95.4 cm (25 3/8 × 37 9/16 in.),False,National Gallery of Art
Emerson Woelffer,Untitled [Abstract] from the Mirror Series,1961,Print,,2022.0,overall: 73.66 × 53.34 cm (29 × 21 in.),False,National Gallery of Art
Polly Knipp Hill,Cherries Are Ripe,1937,Print,,2022.0,"image: 21.4 × 27.6 cm (8 7/16 × 10 7/8 in.)
sheet: 29.2 × 33.7 cm (11 1/2 × 13 1/4 in.)",False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Georgia O'Keeffe,A Black Bird with Snow-Covered Red Hills,1946,Painting,,2021.0,overall: 91.44 × 121.92 cm (36 × 48 in.),False,National Gallery of Art
Edvard Munch,Two Human Beings. The Lonely Ones (To mennesker. De ensomme),1899,Print,,2022.0,"sheet: 56.52 × 41.91 cm (22 1/4 × 16 1/2 in.)
image: 54.61 × 38.74 cm (21 1/2 × 15 1/4 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,La Ville,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Le Souffle,1931,Photograph,,2022.0,"image: 26 × 20.2 cm (10 1/4 × 7 15/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
Man Ray,Salle de Bain,1931,Photograph,,2022.0,"image: 26 × 20.5 cm (10 1/4 × 8 1/16 in.)
mount: 37.5 × 27.5 cm (14 3/4 × 10 13/16 in.)",False,National Gallery of Art
