artist,title,date,classification,nationality,yearacquired,dimensions,blackartist,institution
Toyin Ojih Odutola,Birmingham (right),2014,Print,(American),2021.0,"sheet: 24 × 16 1/2"" (61 × 41.9 cm)",True,MoMA
Lola Flash,"Band AIDS, Provincetown, Massachusetts",1987,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Boys Kissing, Provincetown, Massachusetts",c. 1988,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Self-Portrait, Provincetown, Massachusetts",c. 1988,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"AIDS is Killing Artists, Self-Portrait, Provincetown, Massachusetts",c. 1990,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Self-Portrait, New York City, New York",c. 1991,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"E is for Earth, Provincetown, Massachusetts",1993,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"U is for Upside-down, New York City, New York",1993,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Band AIDS, Provincetown, Massachusetts",1987,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Boys Kissing, Provincetown, Massachusetts",c. 1988,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Self-Portrait, Provincetown, Massachusetts",c. 1988,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"AIDS is Killing Artists, Self-Portrait, Provincetown, Massachusetts",c. 1990,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"Self-Portrait, New York City, New York",c. 1991,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"E is for Earth, Provincetown, Massachusetts",1993,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Lola Flash,"U is for Upside-down, New York City, New York",1993,Photograph,(American),2021.0,"Approx. 24 × 20"" (61 × 50.8 cm)",True,MoMA
Jeffrey Gibson,THE FUTURE IS PRESENT,2019,Print,(American),2021.0,"Frame: 40 1/2 × 36 5/8"" (102.9 × 93 cm)
Sheet: 38 × 34"" (96.5 × 86.4 cm)",True,MoMA
Jeffrey Gibson,I AM A RAINBOW TOO,2019,Print,(American),2021.0,"Frame: 40 1/2 × 36 5/8"" (102.9 × 93 cm)
Sheet: 38 × 34"" (96.5 × 86.4 cm)",True,MoMA
Jeffrey Gibson,IF I RULED THE WORLD,2019,Print,(American),2021.0,"Frame: 40 1/2 × 36 5/8"" (102.9 × 93 cm)
Sheet: 38 × 34"" (96.5 × 86.4 cm)",True,MoMA
Jeffrey Gibson,KNOW YOU’RE MAGICK BABY,2019,Print,(American),2021.0,"Frame: 40 1/2 × 36 5/8"" (102.9 × 93 cm)
Sheet: 38 × 34"" (96.5 × 86.4 cm)",True,MoMA
Jeffrey Gibson,I WANNA GIVE YOU DEVOTION,2019,Print,(American),2021.0,"Frame: 40 1/2 × 36 5/8"" (102.9 × 93 cm)
Sheet: 38 × 34"" (96.5 × 86.4 cm)",True,MoMA
Jeffrey Gibson,POWER! POWER! POWER!,2020,Print,(American),2021.0,"Sheet: 34 × 33"" (86.4 × 83.8 cm)",True,MoMA
Elizabeth Catlett,I Am The Black Woman from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 5 1/8 × 3 7/8"" (13 × 9.8 cm); sheet: 10 × 8"" (25.4 × 20.3 cm)",True,MoMA
Elizabeth Catlett,I Have Always Worked Hard in America from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image (irreg.): 8 11/16 × 5 7/8"" (22 × 14.9 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,In the Fields… from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 9 × 6 1/8"" (22.9 × 15.6 cm); sheet: 15 1/8 × 11"" (38.4 × 27.9 cm)",True,MoMA
Elizabeth Catlett,In Other Folks’ Homes… from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 6 3/8 × 2 1/8"" (16.2 × 5.4 cm); sheet: 10 × 8 1/8"" (25.4 × 20.6 cm)",True,MoMA
Elizabeth Catlett,I Have Given the World My Songs from the series The Black Woman,"1947, printed 1989",Print,(American),2021.0,"image: 7 3/8 × 6 15/16"" (18.7 × 17.7 cm); sheet: 9 7/8 × 7"" (25.1 × 17.8 cm)",True,MoMA
Elizabeth Catlett,In Sojourner Truth I Fought for the Rights of Women as Well as Blacks from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 8 7/8 × 5 7/8"" (22.5 × 15 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,In Harriet Tubman I Helped Hundreds to Freedom from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 9 1/16 × 6 7/8"" (23 × 17.5 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,In Phillis Wheatley I Proved Intellectual Equality in the Midst of Slavery from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 9 × 6"" (22.9 × 15.2 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,My Role Has Been Important in the Struggle to Organize the Unorganized from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 6 × 9"" (15.2 × 22.9 cm); sheet: 11 × 15"" (27.9 × 38.1 cm)",True,MoMA
Elizabeth Catlett,There Are Bars Between Me and the Rest of the Land from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 4 1/2 × 5 7/8"" (11.4 × 14.9 cm); sheet: 7 7/8 × 10"" (20 × 25.4 cm)",True,MoMA
Elizabeth Catlett,I Have Special Reservations from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 6 3/8 × 6 1/4"" (16.2 × 15.9 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,Special Houses… from the series The Black Woman,"1946, printed 1989",Print,(American),2021.0,"image: 4 1/8 × 5 7/8"" (10.5 × 14.9 cm); sheet: 7 7/8 × 10"" (20 × 25.4 cm)",True,MoMA
Elizabeth Catlett,And a Special Fear for My Loved Ones from the series The Black Woman,"1947, printed 1989",Print,(American),2021.0,"image: 8 1/4 × 6"" (21 × 15.2 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,My Right Is a Future of Equality with Other Americans from the series The Black Woman,"1947, printed 1989",Print,(American),2021.0,"image: 9 × 6"" (22.9 × 15.2 cm); sheet: 15 × 11"" (38.1 × 27.9 cm)",True,MoMA
Elizabeth Catlett,The Black Woman (previously titled The Negro Woman),"1946-47, printed 1989",Print,(American),2021.0,dimensions vary. see child records.,True,MoMA
LaToya Ruby Frazier,The Last Cruze,2019,Photograph,(American),2022.0,"Overall installation 8 ft × 71 ft × 8.5 ft (243.8 × 2164.1 × 259.1 cm)
",True,MoMA
Martin Puryear,Untitled,2022,Print,(American),2023.0,"plate: 22 7/16 × 23 5/8"" (57 × 60 cm); sheet: 28 3/4 × 29 1/2"" (73 × 74.9 cm)",True,MoMA
LaToya Ruby Frazier,"United Auto Workers and their families holding up Drive It Home campaign signs outside UAW Local 1112 Reuther, Scandy, Alli union hall, Lordstown, OH from The Last Cruze",2019,Photograph,(American),2022.0,"70 1/8 × 105 1/8 × 1 5/8"" (178.1 × 267 × 4.1 cm)",True,MoMA
LaToya Ruby Frazier,"Marilyn Moore, UAW Local 1112, Women’s Committee and Retiree Executive Board, with her General Motors company retirement gold ring on her index finger, (Youngstown Sheet & Tube Co., Lear Seating Corp., 32 years in at GM Lordstown Complex, assembly plant, van plant, metal fab, trim shop), Youngstown, OH, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"70 × 57"" (177.8 × 144.8 cm)",True,MoMA
LaToya Ruby Frazier,"Frances Turnage, UAW Local 1112, Women’s Committee, holding her 10, 15, and 20 years of service General Motors company anniversary gold bracelets in her dining room, (34 years in at GM Lordstown Complex, paint shop) Youngstown, OH, 2019  from The Last Cruze",2019,Periodical,(American),2022.0,"57 × 70"" (144.8 × 177.8 cm)",True,MoMA
LaToya Ruby Frazier,"UAW Local 1112 President David Green, Financial Secretary Rick Smith, and Vice President Timothy O’Hara inside the president’s office at UAW Local 1112 Reuther Scandy Alli union hall, Lordstown, OH, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text from The Last Cruze,2019,Photograph,(American),2022.0,,True,MoMA
LaToya Ruby Frazier,"Lordstown homes across the street from General Motors Lordstown Complex, 2300 Hallock Young Road, Warren, OH, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"David Green, UAW Local 1112, President, in his parents’ living room with his daughters Alison and Cate, and parents Elaine and Roger, (24 years in at GM Lordstown Complex, Chassis three), Girard, OH, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text from The Last Cruze,2019,Photograph,(American),2022.0,"24 × 8"" (61 × 20.3 cm)",True,MoMA
LaToya Ruby Frazier,"Chicago Auto Show’s black-tie, tuxedo only First Look For Charity, attendees can win a 2019 Chevrolet Blazer, midsize crossover SUV, built in Mexico, McCormick Place Grand Concourse, Chicago, IL, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"United Auto Workers Casey Waldorf, Linda Fetchko, Jennifer Marlow, Kasey King, Timothy O’Hara, John Davies, and David Green in their VIN (vehicle identification number) t-shirts, standing next to a 2019 Chevrolet Blazer, midsize crossover SUV, built in Mexico, at the Cleveland Auto Show, Cleveland, OH, 2019 from The Last Cruze",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"United Auto Workers, Locals 1112 and 1714, stand-ing at the intersection of Ellsworth Bailey Road, Hallock Young Road, and I-80 Ohio Turnpike toll road entrance on March 8th, Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Mindy Miller, Iron Workers Union Local 851, standing in her grandmother’s living room with her mother and grandmother, Lezlie and Marlene Miller, [11 years in at Auto Warehouse Company (AWC)], Niles, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text from The Last Cruze,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"General Motors Lordstown Complex and newly built Chevrolet Cruze compact sedans, Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Mindy Miller, Iron Workers Union Local 851, standing with fellow iron workers and the last Chevrolet Cruze compact sedan in the GM Lordstown Complex, (11 years in at Auto Warehouse Company (AWC)), Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Prayer Service at the Cortland Trinity Baptist Church for GM workers, their families, and Trumbull County region (Dave Green, Pamela Brown, Norm Perry and Dave Hake receiving prayer from Pastor Dan Barker), Cortland, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Women’s Committee final gathering inside their conference room at UAW Local 1112 Reuther Scandy Alli union hall (left to right, Crystal Carpenter, Linda Hash, Trisha Brown, RaNeal Edwards, Pamela Brown, Marilyn Moore, MaryOla Stemple, Tunisha Bell, and Francis Turnage), Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Pamela Brown, UAW Local 1112, Women’s Committee Chairperson, with her great-granddaughter Ariah in her kitchen, (19 years in at GM Lordstown Complex, trim shop and instrument panel (IP) line), Youngstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Lisa Cartwright, Service Cashier, holding her father’s work shirt and his Chevro-let Fisher Body antique ruler, inside the maintenance shop at Sweeney Chevro-let Buick GMC car dealership, Board-man, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Sweeney Chevrolet Buick GMC car dealership Vice President Alexa Sweeney Blackann with Sales and Leasing Specialist Keith Burke, Product Specialists Debra DePaul and Elie Khoury, and Service Cashier Lisa Cartwright, standing with the last Cruze, Board-man, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Mackenzie Acierno, Trisha Brown’s daughter, a junior at Canfield High School, holding her prop for her speech on the idled status of GM Lord-stown Complex, Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Keith Burke, Sales and Leasing Specialist, looking for hidden signatures left near the chassis and frame underneath the last Cruze by the United Auto Workers, Sweeney Chevrolet Buick GMC car dealership, Boardman, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Keith Burke, Sales and Leasing special-ist, showing his cellphone photo of hidden signatures left near the chassis and frame of the last Cruze by the United Auto Workers, Sweeney Chev-rolet Buick GMC car dealership, Boardman, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"United Auto Workers Local 1112 members standing together outside the Reuther Scandy Alli union hall on, Reuther Drive: Ken Mitchell (24 years in at GM Lordstown Complex, paint shop), Vickie Raymond (24 years in at GM Lordstown Complex, paint shop), Donny Componation (22 years in at GM Lordstown Complex, paint shop), Sam Crank (19 years in at GM Lordstown Complex, chassis), Dusty DiVencie (22 years at GM Lordstown Complex, Chassis).",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Timothy O’Hara, UAW Local 1112, Vice President, former Trustee, and incoming President (2019), in the conference room with a photograph of the van plant featuring an auto worker and plant manager Charles Abernathy, inside UAW Local 1112 Reuther Scandy Alli union hall, (41 years in at GM Lordstown Complex), Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Delores “Bootsie” Freeman, UAW Local 1112, retiree Women’s Committee, in Frances Turnage’s living room,(28 years in at GM Lordstown Complex, paint shop), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Diane Franklin, Office and Professional Employees international Union (OPEIU), inside her office typing on her, IBM Selectric II typewriter at UAW Local 1112 Reuther Scandy Alli union hall, (48 years in as UAW Local 1112 secretary), Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Louis Robinson, Jr., UAW Local 1714, Recording Secretary, at UAW Local 1112 Reuther Scandy Alli union hall, (34 years in at GM Lordstown Complex, die setter), Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Louis Robinson, Jr.’s Walter P. Reuther Distinguished Service UAW Award atop his hand-built display vitrine of, Barack Obama and Michelle Obama Inaugural Ball Dolls, Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Cindy Higinbotham and Monet Hostutler, best friends and banner carriers, in the Lordstown High School band room.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Trisha Amato, UAW Local 1112, at home with her boyfriend Michael Leonard and her two daughters Bayley and, Madison, (Transition Center Customer Service Representative, 11 years in at GM Lordstown Complex, trim shop), Poland OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"United Auto Workers in their monthly union meet-ing at UAW Local 1112 Reuther Scandy Alli union hall, Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Angela Ralston, UAW Local 1714, at home with her mother Nancy Simmons; her children Aneesa, Seth, and Colin Ralston, Marena Wolford, and Greyson Simmons; and her granddaughter Eliana Hall, (Transition Center Customer Service Representative, 9.9 years in at GM Lordstown Complex, West Plant fabrication body shop), Girard, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Dave Lopez, UAW Local 1714, with his girlfriend Trisha Brown on her recliner, (25 years in at GM Lordstown Complex, electrician, skilled trades), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Trisha Brown, UAW Local 1714, Women’s Committee, sitting on her front door step at home with her father Bob, her two children Mackenzie and Connor Acierno, and her boyfriend Dave Lopez, (8 years in at GM Lordstown Complex, laser braze decklid area team 23), Youngstown OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Bob Brown, UAW Local 1714, at his daughter Trisha’s house sitting on her couch, (33 years in at GM Lordstown, Complex, van plant), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Kesha’s boyfriend Mark Boyd, UAW Local 1714, sitting in his Chevrolet Silverado 1500 outside Kesha’s house, (11 years in at GM Lordstown Complex, material in body shop, 24 years Corporate Seniority), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Kesha Scales, UAW Local 1714, standing on her front lawn with a Drive-It-Home Campaign sign and holding her dog Gigi, (22 years in at GM Lordstown Complex, pressroom), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Kesha Scales, UAW Local 1714, hugging her best friend and former co-worker Beverly Williams in her living room, (22 years in at GM Lordstown Complex, pressroom), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Jonathan Auckey, Jr., UAW Local 1112, with his wife and son, Monique and Michael, and the rainforest green, Chevrolet Cruze compact sedan he built and purchased for Monique, (19.5 years in at GM Lord-stown Complex, body shop), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Jonathan Auckey, Jr., UAW Local 1112, holding the picture his mother Kathleen took of him on his wedding day with his father, Jonathan Auckey, Sr., (19.5 years in at GM Lordstown Complex body shop), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Jonathan Auckey, Jr., UAW Local 1112, holding his mother Kathleen outside their family home, (19.5 years in at GM Lord-stown Complex, body shop), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Ernie Long, UAW Local 1714, Trustee, with his wife Eydokia, their children Christian and Mia, and his sister Brandie in front of his custom-designed fireplace, (11 years in at GM Lordstown Complex, press room team leader), Highland Township, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Ernie Long, UAW Local 1714, Trustee, (11 years in at GM Lordstown Complex, Press Room team leader), with his wife Eydokia standing in front of their newly custom-built house, Highland Township, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Brandie Long, UAW Local 1714, with her brother Ernie Long, visiting from Spring Hill, Tennessee, (8 years in at GM Lord-stown Complex, fabrication plant), Highland Township, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Crystal Carpenter, UAW Local 1112, Women’s Committee, standing in her living room with her husband Theodore Carpenter, cousins Jason and Sherria Duncan, and her uncle Arthur Clinkscale, (23 years in at GM Lordstown Complex, coordinator body shop, final process, chassis, trim), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Jason and Aaron Duncan, UAW Local 1112, standing in Jason’s backyard with his wife Sherria and daughter Olivia, (Jason: 19 years in at GM Lordstown Complex, alternate committee man, paint, trim shop) (Aaron: 17 years in at GM Lordstown Complex, fabrication, assembly plants, trim, chassis, paint shops), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Sherria Duncan, UAW Local 1112, at her kitchen table with her mother Waldine Arrington, her daughter Olivia, and her husband Jason, (23 years in at GM Lordstown Complex, trim and paint shop),Waldine Arrington (34 years in at GM Lordstown Complex, van plant, car plant, body shop, chassis, everywhere except paint and trim), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Vickie Raymond, UAW Local 1112, at her parents’ house and childhood home, (24 years in at GM Lordstown Complex, trim and paint shop), East Rochester, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
